Code Cegid;Historique
CLYDE;"<strong>05/12/2016 JEAN-MICHEL B</strong>&nbsp;:&nbsp;contact tel avec Mme TARDIERE remplacante de Mme COHENDET, prendre rdv en Janvier 2017 0450055915<br />
<br />
<strong>23/05/2016&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;demande de rdv envoyé à C. Cohendet<br />
<br />
05/06/2013 : visite JGL / M. Rebuzzi suite à demande de sachets anti-UV / point fait aussi avec M. Person<br />
28/04/2014 : visite JGL / M. Person et M. Allard suite à pb soudure sur nouveaux sachets zippés en V320 : en fait pas prévenus de l'évolution par Mme Prost"
UNIT;
UNIB;
UNI;
UPS;
UDN;"<strong>11/01/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;Géraldine m'apprend qu'ils rachètent Usinage de Normandie<br />
&nbsp;"
VARC;"<strong>13/07/2016&nbsp;GERALDINE D&nbsp;:</STRONG>&nbsp;<BR>CA 2011 : 240 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; CA 2012 : 3 133 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; CA 2013 : 3 814 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; CA 2014 : 2 691 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;CA 2015 : 833 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; CA 2016 : 0<BR><BR><strong>23/12/2015&nbsp;CLAIRE P&nbsp;:</STRONG>&nbsp;commande d'Orexad Valenciennes à livrer chez Vallourec Aulnoye<BR><strong>22/04/2015&nbsp;ELODIE S&nbsp;:</STRONG>&nbsp;adresse tuberie : rue Anatole France. Route de Leval étant l'adresse de la R&amp;D<BR><BR>"
VTECH;
VAT;
VALEM;"<BR>CA 2011 : 4 071 €&nbsp;&nbsp;&nbsp; 2012 : 930 €&nbsp;&nbsp;&nbsp; 2013 : 1 930 €&nbsp;&nbsp;&nbsp; 2014 : 5 336 €&nbsp;&nbsp;&nbsp; 2015 : 990 €"
VAO;
LEONI;Depuis 2008, ils ne commandent plus les sacs Zerust Valeno 320 type MM 500 x 550 mm sous le nom de Valeo Mateur, mais sous Leoni Wiring Systems Bouskoura
VALEO;
VALLA;
VALO;
VALI;"<strong>25/07/2017 CECILE G</strong>&nbsp;:&nbsp;Prix sur mesure en général&nbsp; (autour de 40%) ; mais tarif décalé de 3 colonnes pour les sachets zippés à baisser progressivement en fonction des quantités<br />
<br />
<strong>28/04/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;visite avec M FOUGEROLLES chez DECOREX voir cv (mail)<br />
<br />
<strong>08/04/2016&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;Visite chez ARDEX avec ME BRION voir cr<br />
<br />
<strong>04/04/2016&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;visite effectuée le 30/03/2016 voir cr<br />
<br />
28/07/2014 : JGL : Vallier fait partie du même groupe que MC2 Chimie"
VALOU;
VANHA;"<strong>01/09/2015&nbsp;ANTHONY VZ&nbsp;:&nbsp; </STRONG>Meeting with John de Fluiter- purchaser<BR><BR>Company activity:<BR>- road wheels for ww Defence industry (new and refurbishing)<BR>- <FONT face=""Verdana, Arial, Helvetica, sans-serif"">military simulation systems<BR>- overhaul military equipment<BR>- O &amp; G equipment (new activity): Damen Shiprepair, Ulstein project<BR><BR>They have a metal shop, which works mostly for the other department, where they produce very small serie.<BR><BR>Main clients: <BR>- BAE Systems Hagglunds<BR>- Thales Defence Systems<BR><BR>Subcontracts:<BR>- Kluin Wijhe<BR>- Walk<BR><BR>Cast iron&nbsp;supplies: Norway, Sweden and Hungaria<BR><BR>other companies in the group: VH Special products, Novek Technical Solutions, etc. <BR><BR>VH Metal has ordered VCI material from Acobal, as it was prescribed in the specs of TDS (a Thales company)<BR><BR></FONT>"
VANH;
VANL;
DAHVA;"<strong>15/11/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;demande de rdv refuse par Me Coignet, pas de disponibilité, ok pour début 2018<br />
<br />
<strong>11/02/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;Mme Sevelinge (resp prod mais qui défini les commandes) me contacte pour me demander une grille de prix pour 2016 : travail confié à Claire&nbsp;&nbsp; j'ai envoyé catalogue&nbsp;&nbsp; c'est M. Malins appros qui contactera Claire<br />
<strong>21/04/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;devient DAHER Valves au 01/05/2015<br />
&nbsp;"
VAN;
VCST;"<strong>11/05/2016&nbsp;ANTHONY VZ&nbsp;:</STRONG>&nbsp;Meeting with Andre Driesen on V180 sheets and bi-weekly deliveries<BR><BR>1) Rombout will test the V80 (35 ym) sheets this week for final approval. He would like <FONT size=4 face=Calibri><FONT size=4 face=Calibri><FONT size=3>he would like to receive the real values of the V180 sheets (35 ym) we send him for evaluation last December.<BR><BR>2) Caroline shoulñd send to Andre the current stock level of the V180 sheets old generation.<BR><BR>3) Prices for the V180 sheets (new generation) will be 8% cheaper. Cecile will send a quote with a price update. The discount is only applicable for the V180 sheers. This year we will work on more product optimization projects for the V450 film.<BR><BR>4) Acobal will ship every 2 weeks the high runners to VCST in order to lower their stock holdings. The packaging need is only for the Sint-Truiden plant. For the forecast, we could use the yearly quantaties (2016 = 2015 -10% ), which Andre will send to me.<BR><BR>5) In September 2016, we will present our packaging&nbsp;engineering capabilities to the VCST team.<BR><BR><BR></FONT></FONT></FONT><strong>03/12/2015&nbsp;ANTHONY VZ&nbsp;:</STRONG>&nbsp;Meeting with Andre Driesen and Kris Peetermans<BR><BR>1) Productivity gain 10%&nbsp; for V180 sheets. The volumes are almost identical for the Belgian and Romanian site. Especially the V180F 900 x 650mm goes up to 350 K sheets per annum. The other size which comes very close is the 950 x 750 mm with 40K sheets. VCST wants to harmonize thes eproducts, as it will be easier to manage. Rombout Lenaerts will have to say wether this is possible. I do not recommend to increase the size for the smaller sheets, as this is economically not interesting.<BR><BR>As soon as the product is approved by VCST and the remaining stock is relinquished, we will switch over to the new V180 sheets thathave a thickness of 35 micron, instead of the 40 micron.<BR><BR>2) Storage value at VCST is on average EUR 20K. Managemnt strives to drop this to EUR 10 K. VCST has asked us to deliver in smaller Qs but more frequently. The local storage option would fit perfectly with their objectives for 2016 VCST on the other hand will give us a 6 month forecast to manage the volumes most effectively for both Belgium and Romania.<BR><BR>3) Forecast 2016: VCST expects to&nbsp;sell the same quantities as in 2015. The impact of the VW debacle is not clear yet and could have a negative influence&nbsp;on the volumes.<BR><BR>4) VCST has asked us to study direct deliveries to Romania. They have a couple to trucks going back and forward between the two plants, so this is most probably not economically viable.<BR><BR>5) The price increase for the Abrigo paper was aproved.&nbsp;i&nbsp;explained that the low quantities need higher prices. In the past orders were launched for&nbsp;80K per run. Now, it is 20K.<BR>&nbsp;<BR><BR>
<P align=left><strong>12/11/2015&nbsp;ANTHONY VZ&nbsp;:</STRONG>&nbsp;Meeting with Leo Geuens<BR><BR>1) VCST de Mexico: Zenith production line. Leo brought back some samples of the Metpro bags used in Mecio. Samples will be send to Excor lab for appraisal. Conparative tests will be conducted to mark the quality standard of the Metpro film. It is still not very clear who the supplier is of this product; Metpro Intl. or some local abstract of the brand.<BR><BR>2) Productivity improvement program: Due to increased competition&nbsp;in Mexico, more pressure is omming upon us to look for lowering costs. Our propoasl is to present&nbsp;a thinner&nbsp;V180 sheets with the same strenght properteis- Alse will we propose covers in V380 version. Samples of both products have been disptched for appraisal.<BR><BR>3) Effective protection of VCI products: Is there a guideline for the VCI duration and optimal protection over time. How does the VCI sublimation rate work in the long run?<BR><BR>4) Due to the warm autumn, VCI bags and covers will be used longer than normal. during wintre period, due to reduced risk, these materials are not applied for low risk applications.<BR><strong><BR>03/09/2015&nbsp;ANTHONY VZ&nbsp;:</STRONG>&nbsp;Meeting with Leo Geuens<BR><BR>1) VCST Mexico switched to Metpro, beginning 2015. 3 tests with&nbsp; 5 - 7 cycles were done, with ZE, Metpro and pilot. Results were ok, according to test results. After 3 requests, Leo had to allow them to switch to Metpro. <BR><BR>2) Price was a major issue, although other factors (read e-mail of Alejandro Ruiz of 18092015) als played a roll<BR><BR>3)<strong> <FONT color=#ff6666>Leo wants to receive information on difference between Metpro and ZE</FONT></STRONG><BR><BR>4) The objective of VCST is to standardize the requirements. They establish the minimal requirements and if a product exceeds this it is approved. <BR><BR>5) VCST Alba: The sites in Germany, China and Mexico will operate more independently. The Romanian plant will be managed from VCST Belgium.<BR><BR>6) VCST China: no major corrosion issues anymore. Wash solution comes from Henke, as the used also a Chinese brand before. Leo does not know what VCI material is supplied.<BR><BR>7) Leo would like to be informed about new developments on our side. The stressed that prices will also have to be reviewed, as the category manager will do a benchmark between different VCI suppliers.<BR><BR><BR><BR></P>"
VDL;
VECS;
VEGE;
VERD;"<strong>21/04/2015&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;devient DAHER VALVES au 01/05/2015<BR><BR>"
VESTAS;
VIGN;"<strong>20/05/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;Visite effectuée le 19/05/2016 pas de besoin voir cr<BR><BR><strong>16/05/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;RDV le 19/05/2016 avec ME MALLEBAY<BR><BR>"
VISC;"<strong>08/09/2017 JACQUES G</strong>&nbsp;:&nbsp;cde de 722 € : passer voir ce qu'ils font<br />
<br />
<br />
CA 2011 : 0 €&nbsp;&nbsp;&nbsp; 2012 : 0 €&nbsp;&nbsp;&nbsp; 2013 : 513 €&nbsp;&nbsp;&nbsp; 2014 : 324 €&nbsp;&nbsp;&nbsp; 2015 : 66 €&nbsp;&nbsp;&nbsp;&nbsp; 2016 : 228 €"
VOEST;"<strong>02/11/2017 CECILE G</strong>&nbsp;:&nbsp;Pour les formats 6000x6000mm V450 (FOFE000255) - Info ce jour des achats que le mini. de commande passe à 600 au lieu de 300F --&gt; Prochaine offre à modifier<br />
<br />
<strong>19/11/2015&nbsp;ANTHONY VZ&nbsp;:</strong>&nbsp;Meeting with Peter Boetius<br />
<br />
1) Flame retardant film: volumes of FR masterbatch are very low. As a consequence, the price for the film must go up with 10 - 20%. Therefore, the switch to V510 film, which was dropped recently, must be made quickly.<br />
<br />
Volumes of this film are expected to rise, as the MB sprinters will go up in January 2016.<br />
<br />
2) New stamping line was commissioned. Now they have 2 lines of 6 stamping presses. Caacity was increased by at least 50%.<br />
<br />
3) A new packaging manager was appointed. He previously worked for Waertsilae in Zwolle and knows Kevin Egberts quite well."
VOG;"<strong>04/10/2016&nbsp;CECILE G&nbsp;:</STRONG>&nbsp;Références catalogue : Tarif décalé de 2 colonnes<BR><BR>"
VON;
WAEL;"<strong>05/02/2016&nbsp;ANTHONY VZ&nbsp;:</STRONG>&nbsp;Meeting with Frank Nijhoff<BR><BR><!--StartFragment-->
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Passed the ISO14001 : 2004<?xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Daimler project: Frank finally approved the price of the V180. The quote he received from B&amp;H for the 80 my film was extremely low. Therefore, we had to resort to extreme measures in order to secure the business. There are still some issues that Waeles needs to sort out with Daimler before starting to order the bags.<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>ZF project: Still Waeles does nor receive enough ZF crates and needs to send some of the SHs to Germany in GiBos<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Process issues: the updated of the software on cooling drum has reduced the down time by 80%. The corrosion problems also dropped significantly lately. It is still early to call it successful, but after 1,5 months the process runs smoothly. <o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>New project:<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Replace Branopaper: 1000 mm, 75 gr, type R, core 70 mm, 9 kg/roll, consumption: 4 x 45 rolls/annum<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P><BR><strong>14/01/2016&nbsp;CECILE G&nbsp;:</STRONG>&nbsp;Nouvelle offre en Valeno 250&nbsp;suite info prix Brano : CG 15-034<BR><strong>07/01/2016&nbsp;CECILE G&nbsp;:</STRONG>&nbsp;Info de AVZ sur prix Branofoil (voir annexe) pour comparaison offre CG 15-911<BR><strong>03/11/2015&nbsp;ANTHONY VZ&nbsp;:</STRONG>&nbsp; Call with Frank Nijhoff<BR><BR>The cooling drum optimization projects was finished last week. The drum is more stable and there is less downtime.&nbsp;Frank will&nbsp;analyze if this has an impact on the corrosion incidents concerning ZF Sachs. <BR><BR>In January 2016, we will plan to do the following test with parts that stayed over the weekend in the cooling drum. We will do a corrosion test on parts that were 1, 2 or 3 times shot blast. Here, we can see if the extra time the parts spent in the drum has an impact on the surface and whether the skin is ""cleaner"" the more it was shot blast.<BR><BR>Orders keep pouring and their is no sight of the usual end of year blues.<BR><BR>Next week, Waeles will undergo an <strong>ISO certification</STRONG> audit<BR><BR>"
WARC;
WART;
WARM;"<strong>06/07/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;visite effectuée avec Mme KURP et M GALLE VOIR cr&nbsp;<br />
<br />
<strong>16/06/2017 JACQUES G</strong>&nbsp;:&nbsp;passent une commande de sachets PMUC : voir M. Gallé car exigences durée d'efficacité pas bien formulée : JMB informé par mail<br />
<strong>17/02/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;M. Gallé est inspecteur qualité nucléaire et donne ses directives à Kampen NL : à rencontrer<br />
&nbsp;"
WEIC;"31/03/2010 : attention : travaille pour EDF : faibles consos : leur livrer des articles avec dates de péremption éloignées (&gt; 2 ans de préférence)"
WEMA;
WE;
WES;
WEV;
WILO;"<strong>23/08/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Morizot pour point rentrée : rejet candidature fournisseur (portail ?), essais housse en V320 : on reste nen V450 : visite Laval : prévenir : fait mail de synthèse<br />
<strong>21/07/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Morizot pour suites essais : en réunion : rappeler<br />
<strong>07/07/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Morizot pour savoir s'il a bien reçu la housse : répondeur : envoi d'un mail<br />
<strong>04/07/2017 JACQUES G </strong>: Géraldine a ouvert le portail fournisseur pour nous inscrire<br />
<strong>27/06/2017 JACQUES G </strong>: Claire nous informe que le colis des housses a été perdu : Claire envoie un second colis de housses échantillon<br />
<strong>26/06/2017 JACQUES G</strong>&nbsp;:&nbsp;M. Morizot nous confirme qu'il n'a toujours pas reçu les housses échantillon<br />
<strong>23/06/2017 JACQUES G</strong>&nbsp;:&nbsp;mail de M. Morizot pour nous donner les clés pour s'enregistrer dans son portail fournisseur : il nous signale qu'il n'a pas reçu les housses échantillon : demande à Géraldine de nous inscrire dans leur portail<br />
<strong>31/05/2017 JACQUES G</strong> : Claire informe M. Morizot par mail que les housses échantillon en V320 vont arriver le 06/06/17<br />
<strong>29/05/2017 JACQUES G</strong>&nbsp;:&nbsp;appel de M. Morizot car erreur de facturation à Laval (ancien prix) : Claire va faire un avoir - OK pour envoi d'un échantillon d'une housse en V320 pour essais validation à Aubigny - va me confier les coordonnées de son portail fournisseur.<br />
<strong>19/04/2017 JACQUES G</strong>&nbsp;:&nbsp;mail de relance à M. Morizot pour les codes d'accès à son portail fournisseur et pour savoir ce qu'il pense du prix de&nbsp;la housse en V320 que Cécile lui a envoyé dans l'offre&nbsp;CG 17-222<br />
<strong>09/03/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;vu M. Morizot : présentation, proposition d'un travail d'optimisation du grade de L'unique housse de V450 vers V320&nbsp;&nbsp; voir CRV<br />
<strong>13/02/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;M. Faucart est parti au bout de 2 mois, c'est M. Morizot que le remplace : rdv pris par tél pour le rencontrer le 09/03 pour présentation et point<br />
<strong>26/04/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;vu M. Courtès et son successeur M. Faucard pour passation du dossier, rappel historique, présentation Acobal à M. Faucard&nbsp; : voir CRV<br />
<strong>12/04/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;envoyé mail pour proposer une visite le 26/04 ou le 18/05<br />
<strong>11/04/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél / proposition de rdv le 19/04 à 10h30 pour présentation de son successeur : pas dispo proposer autre date<br />
<strong>01/03/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;point tél avec M. Courtés : content de notre rationalisation, a été absent pour maladie, va confier son poste à un successeur<br />
<strong>21/08/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;offre pour une seule et unique housse pour les 2 sites avec palettisation commune<br />
<strong>28/04/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;visite JGL / M. Courtes pour point : M. Redron parti retraite<br />
<strong>19/03/2013&nbsp;JACQUES G&nbsp;: </strong>visite JGL / M. Redron - méthodes : souhaite recevoir les housses pliées et pas en Rlx<br />
<strong>06/03/2013&nbsp;JACQUES G&nbsp;:</strong>&nbsp;contact tél JGL / M. Courtès : vont avoir besoin de 3 000 h ZV450F 1270x880x2000mm par an pour un nouveau projet Chine<br />
<br />
Aubigny CA 2011 :&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 0 €&nbsp;&nbsp;&nbsp;&nbsp; 2012 :&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;0 €&nbsp;&nbsp;&nbsp;&nbsp; 2013 : 11 899 €&nbsp;&nbsp;&nbsp;&nbsp; 2014 : 10 746 €&nbsp;&nbsp;&nbsp;&nbsp; 2015 : 8 612 €&nbsp;&nbsp;&nbsp; 2016 : 13 356 €<br />
Laval&nbsp;&nbsp;&nbsp;&nbsp; CA 2011 : 3 622 €&nbsp;&nbsp;&nbsp;&nbsp; 2012 : 4 530 €&nbsp;&nbsp;&nbsp;&nbsp; 2013 :&nbsp;&nbsp; 4 370 €&nbsp;&nbsp;&nbsp;&nbsp; 2014 :&nbsp;&nbsp;2 605 €&nbsp;&nbsp;&nbsp;&nbsp; 2015 : 5 579 €&nbsp;&nbsp;&nbsp;&nbsp;2016 : &nbsp; 5 342 €<br />
Total :&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3 622 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 4 530 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 16 269 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;13 351 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 14 191 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 18 698 €<br />
<br />
Ont LFA comme&nbsp;fournisseur"
WOCOE;
XYNAT;
ZALKIN;"CA 2016 : 2 823 €&nbsp;&nbsp;&nbsp;"
ZED;"<P><FONT color=#ff0000>ATTENTION : ZEDCE en redressement judiciaire&nbsp; depuis 09/11 !</FONT></P>"
ZEM;
ZERB;
ZERS;
ZER;
ZOD;"<BR>CA 2011 : 691 €&nbsp;&nbsp;&nbsp; 2012 : 0 €&nbsp;&nbsp;&nbsp; 2013 : 0 €&nbsp;&nbsp;&nbsp; 2014 : 3 337 €&nbsp;&nbsp;&nbsp; 2015 : 1 685 €&nbsp;&nbsp;&nbsp; "
